,word,phonetic
2383,shiny,[ˈʃaɪni]
2384,ship,[ʃɪp]
2385,shirt,[ʃɜːrt]
2386,shock,[ʃɑːk]
2387,shocked,[ʃɑːkt]
2388,shoe,[ʃuː]
2389,shoot,[ʃuːt]
2390,shooting,[ˈʃuːtɪŋ]
2391,shop,[ʃɑːp]
2392,shopping,[ˈʃɑːpɪŋ]
2393,short,[ʃɔːrt]
2394,shot,[ʃɑːt]
2395,should,"[ʃəd,ʃʊd]"
2396,shoulder,[ˈʃoʊldər]
2397,shout,[ʃaʊt]
2398,show,[ʃoʊ]
2399,shower,[ˈʃaʊər]
2400,shut,[ʃʌt]
2401,shy,[ʃaɪ]
2402,sick,[sɪk] 
2403,side,[saɪd]
2404,sight,[saɪt]
2405,sign,[saɪn]
2406,signal,[ˈsɪɡnəl]
2407,significant,[sɪɡˈnɪfɪkənt]
2408,significantly,[sɪɡˈnɪfɪkəntli]
2409,silence,[ˈsaɪləns]
2410,silent,[ˈsaɪlənt] 
2411,silk,[sɪlk]
2412,silly,[ˈsɪli]
2413,silver,[ˈsɪlvər]
2414,similar,[ˈsɪmələr]
2415,similarity,[ˌsɪməˈlærəti]
2416,similarly,[ˈsɪmələrli]
2417,simple,[ˈsɪmpl]
2418,simply,[ˈsɪmpli]
2419,since,[sɪns]
2420,sincere, [sɪnˈsɪr]
2421,sing,[sɪŋ] 
2422,singer,[ˈsɪŋər]
2423,singing,[ˈsɪŋɪŋ]
2424,single,[ˈsɪŋɡl]
2425,sink,[sɪŋk]
2426,sir,"[sɜːr,sər]"
2427,sister,[ˈsɪstər]
2428,sit,[sɪt]
2429,site,[saɪt]
2430,situation,[ˌsɪtʃuˈeɪʃn]
2431,six,[sɪks]
2432,sixteen,[ˌsɪksˈtiːn]
2433,sixty,[ˈsɪksti]
2434,size,[saɪz] 
2435,ski,[skiː]
2436,skiing,[ˈskiːɪŋ]
2437,skill,[skɪl]
2438,skin,[skɪn] 
2439,skirt,[skɝt]
2440,sky,[skaɪ]
2441,slave,[sleɪv]
2442,sleep,[sliːp]
2443,slice,[slaɪs]
2444,slide,[slaɪd]
2445,slight,[slaɪt]
2446,slightly,[ˈslaɪtli]
2447,slip, [slɪp] 
2448,slope,[sloʊp]
2449,slow,[sloʊ]
2450,slowly,[ˈsloʊli]
2451,small, [smɔːl] 
2452,smart, [smɑːrt] 
2453,smartphone,[ˈsmɑːrtfoʊn]
2454,smell,[smel]
2455,smile,[smaɪl] 
2456,smoke,[smoʊk]
2457,smoking,[ˈsmoʊkɪŋ]
2458,smooth,[smuːð]
2459,snake,[sneɪk]
2460,snow,[snoʊ]
2461,so,[soʊ]
2462,soap,[soʊp]
2463,soccer, [ˈsɑːkər] 
2464,social,[ˈsoʊʃl] 
2465,society, [səˈsaɪəti] 
2466,sock,[sɑːk]
2467,soft, [sɔːft] 
2468,software,[ˈsɔːftwer]
2469,soil,[sɔɪl]
2470,solar, [ˈsoʊlər] 
2471,soldier,[ˈsoʊldʒər]
2472,solid,[ˈsɑːlɪd] 
2473,solution,[səˈluːʃn]
2474,solve, [sɑːlv] 
2475,some,[səm]
2476,somebody,[ˈsʌmbədi]
2477,someone,[ˈsʌmwʌn]
2478,something,[ˈsʌmθɪŋ]
2479,sometimes,[ˈsʌmtaɪmz]
2480,somewhat,[ˈsʌmwʌt]
2481,somewhere,[ˈsʌmwer]
2482,son,[sʌn]
2483,song,[ˈsʌmwer]
2484,soon,[suːn]
2485,sorry,[ˈsɑːri]
2486,sort,[sɔːrt]
2487,soul,[ˈsaʊər]
2488,sound,[saʊnd]
2489,soup,[suːp] 
2490,source,[sɔːrs]
2491,south,[saʊθ]
2492,southern,[ˈsʌðərn]
2493,space,[speɪs]
2494,speak,[spiːk]
2495,speaker,[ˈspiːkər]
2496,special,[ˈspeʃl] 
2497,specialist,[ˈspeʃəlɪst]
2498,species,[ˈspiːʃiːz]
2499,specific,[spəˈsɪfɪk]
2500,specifically,[spəˈsɪfɪkli]
2501,speech,[spiːtʃ]
2502,speed,[spiːd]
2503,spell,[spel]
2504,spelling,[ˈspelɪŋ]
2505,spend, [spend] 
2506,spending,[ˈspendɪŋ]
2507,spicy,[ˈspaɪsi] 
2508,spider,[ˈspaɪdər] 
2509,spirit,[ˈspɪrɪt]
2510,spiritual,[ˈspɪrɪtʃuəl]
2511,split,[splɪt] 
2512,spoken,[ˈspoʊkən]
2513,sponsor,[ˈspɑːnsər]
2514,spoon,[spuːn]
2515,sport,[spɔːrt]
2516,spot,[spɑːt]
2517,spread,[spred]
2518,spring,[sprɪŋ] 
2519,square,[skwer] 
2520,stable,[ˈsteɪbl]
2521,stadium,[ˈsteɪdiəm]
2522,staff,[stæf]
2523,stage,[steɪdʒ] 
2524,stair,[ster]
2525,stamp,[stæmp]
2526,stand,[stænd]
2527,standard,[ˈstændərd]
2528,star,[stɑːr]
2529,stare,[ster]
2530,start,[stɑːrt]
2531,state,[steɪt]
2532,statement,[ˈsteɪtmənt]
2533,station,[ˈsteɪʃn]
2534,statistic,[stəˈtɪstɪk]
2535,statue,[ˈstætʃuː]
2536,status,"[ˈsteɪtəs,ˈstætəs]"
2537,stay,[steɪ]
2538,steady,[ˈstedi]
2539,steal,[stiːl] 
2540,steel,[stiːl]
2541,steep,[stiːp]
2542,step,[step]
2543,stick,[stɪk]
2544,stick,[stɪk]
2545,sticky,[ˈstɪki]
2546,stiff,[stɪf]
2547,still,[stɪl]
2548,stock,[stɑːk]
2549,stomach,[ˈstʌmək]
2550,stone,[stoʊn]
2551,stop,[stɑːp]
2552,store,[stɔːr] 
2553,storm,[stɔːrm]
2554,story,[ˈstɔːri]
2555,straight,[streɪt]
2556,strange,[streɪndʒ] 
2557,stranger,[ˈstreɪndʒər]
2558,strategy,[ˈstrætədʒi]
2559,stream,[striːm]
2560,street,[striːt]
2561,strength,[streŋθ]
2562,stress, [stres] 
2563,stretch,[stretʃ]
2564,strict,[strɪkt]
2565,strike,[straɪk]
2566,string,[strɪŋ]
2567,strong,[strɔːŋ]
2568,strongly,[ˈstrɔːŋli]
2569,structure,[ˈstrʌktʃər]
2570,struggle,[ˈstrʌɡl]
2571,student,[ˈstʌdi]
2572,studio,[ˈstuːdioʊ]
2573,study,[ˈstʌdi]
2574,stuff,[stʌf]
2575,stupid,[ˈstuːpɪd]
2576,style,[staɪl] 
2577,subject,"[ˈsʌbdʒɪkt,ˈsʌbdʒekt]"
2578,submit,[səbˈmɪt]
2579,substance,[ˈsʌbstəns]
2580,succeed,[səkˈsiːd]
2581,success,[səkˈses]
2582,successful,[səkˈsesfl] 
2583,successfully,[səkˈsesfəli]
2584,such,[sʌtʃ]
2585,sudden,[ˈsʌdn] 
2586,suddenly,[ˈsʌdənli]
2587,suffer,[ˈsʌfər]
2588,sugar,[ˈʃʊɡər]
2589,suggest,"[səˈdʒest,səɡˈdʒest]"
2590,suggestion,"[səˈdʒestʃən,səɡˈdʒestʃən]"
2591,suit,[suːt]
2592,suitable,[ˈsuːtəbl]
2593,sum,[sʌm]
2594,summarize,[ˈsʌməraɪz]
2595,summary,[ˈsʌməri]
2596,summer,[ˈsʌmər]
2597,sun,[sʌn]
2598,Sunday,"[ˈsʌndeɪ,ˈsʌndi]"
2599,supermarket,[ˈsuːpərmɑːrkɪt]
2600,supply,[səˈplaɪ]
2601,support,[səˈpɔːrt]
2602,supporter,[səˈpɔːrtər]
2603,suppose,[səˈpoʊz]
2604,sure,[ʃʊr]
2605,surely,[ˈʃʊrli]
2606,surface,[ˈsɜːrfɪs]
2607,surgery, [ˈsɜːrdʒəri] 
2608,surprise,[sərˈpraɪz]
2609,surprised,[sərˈpraɪzd]
2610,surprising,[sərˈpraɪzɪŋ]
2611,surround,[səˈraʊnd]
2612,surrounding,[səˈraʊndɪŋ]
2613,survey,[ˈsɜːrveɪ]
2614,survive,[sərˈvaɪv]
2615,suspect,[səˈspekt]
2616,swear,[swer]
2617,sweater,[ˈswetər]
2618,sweep,[swiːp]
2619,sweet,[swiːt]
2620,swim, [swɪm] 
2621,swimming,[ˈswɪmɪŋ]
2622,switch, [swɪtʃ]
2623,symbol,[ˈsɪmbl]
2624,sympathy,[ˈsɪmpəθi]
2625,symptom,[ˈsɪmptəm]
2626,system,[ˈsɪstəm]
2627,table,[ˈteɪbl]
2628,tablet,[ˈtæblət]
2629,tail,[teɪl]
2630,take,[teɪk]
2631,tale,[teɪl]
2632,talent, [ˈtælənt] 
2633,talented,[ˈtæləntɪd]
2634,talk,[tɔːk]
2635,tall,[tɔːl] 
2636,tank,[tæŋk] 
2637,tape,[teɪp]
2638,target,[ˈtɑːrɡɪt]
2639,task,[tæsk]
2640,taste,[teɪst]
2641,tax,[tæks]
2642,taxi,[ˈtæksi]
2643,tea,[tiː]
2644,teach, [tiːtʃ]
2645,teacher,[ˈtiːtʃər] 
2646,teaching,[ˈtiːtʃɪŋ]
2647,team,[tiːm]
2648,tear, [(for v.) ˈter; (for n.) ˈtir] 
2649,tear, [(for v.) ˈter; (for n.) ˈtir] 
2650,technical,[ˈteknɪkl]
2651,technique,[tekˈniːk]
2652,technology,[tekˈnɑːlədʒi]
2653,teenage,[ˈtiːneɪdʒ]
2654,teenager,[ˈtiːneɪdʒər]
2655,telephone,[ˈtelɪfoʊn]
2656,television,[ˈtelɪvɪʒn] 
2657,tell,[tel]
2658,temperature,"[ˈtemprətʃər,ˈtemprətʃʊr]"
2659,temporary,[ˈtempəreri]
2660,ten,[ten] 
2661,tend,[tend]
2662,tennis, [ˈtenɪs] 
2663,tent,[tent]
2664,term,[tɜːrm]
2665,terrible,[ˈterəbl]
2666,test,[test]
2667,text,[tekst]
2668,than,[ðən]
2669,thank,[θæŋk]
2670,thanks, [θæŋks] 
2671,that,[ðæt]
2672,the,[ðə]
2673,theatre,[ˈθiədər]
2674,their,[ðer]
2675,theirs,[ðerz]
2676,them,[ðəm]
2677,theme,[θiːm]
2678,themselves,[ðəmˈselvz]
2679,then,[ðen]
2680,theory,[ˈθiːəri] 
2681,therapy,[ˈθerəpi]
2682,there,[ðer]
2683,therefore,[ˈðerfɔːr]
2684,they,[ðeɪ]
2685,thick,[θɪk]
2686,thief,[θiːf]
2687,thin,[θɪn]
2688,thing,[θɪŋ]
2689,think,[θɪŋk] 
2690,thinking,[ˈθɪŋkɪŋ]
2691,third, [θɜːrd]
2692,thirsty,[ˈθɜːrti]
2693,thirteen,[ˌθɜːrˈtiːn]
2694,thirty,[ˈθɜːrti]
2695,this,[ðɪs]
2696,though,[ðoʊ]
2697,thought,[θɔːt]
2698,thousand,[ˈθaʊznd] 
2699,threat,[θret]
2700,threaten,[ˈθretn]
2701,three,[θriː]
2702,throat,[θroʊt] 
2703,through,[θruː]
2704,throughout,[θruːˈaʊt]
2705,throw,[θroʊ]
2706,Thursday, [ˈθɜːrzdeɪ] 
2707,thus,[ðʌs]
2708,ticket,[ˈtɪkɪt]
2709,tidy,[ˈtaɪdi]
2710,tie,[taɪ] 
2711,tight,[taɪt]
2712,till,[tɪl]
2713,time,[taɪm]
2714,tin,[tɪn]
2715,tiny,[ˈtaɪni]
2716,tip, [tɪp] 
2717,tired,[ˈtaɪərd]
2718,title,[ˈtaɪtl]
2719,to,[tuː]
2720,today,[təˈdeɪ]
2721,toe,[toʊ]
2722,together,[təˈɡeðər]
2723,toilet,[ˈtɔɪlət] 
2724,tomato,[təˈmeɪtoʊ]
2725,tomorrow,[təˈmɑːroʊ]
2726,tone, [toʊn] 
2727,tongue,[tʌŋ]
2728,tonight,[təˈnaɪt]
2729,too,[tuː] 
2730,tool,[tuːl]
2731,tooth,[tuːθ]
2732,top,[tɑːp]
2733,topic,[ˈtɑːpɪk]
2734,total,[ˈtoʊtl]
2735,totally,[ˈtoʊtəli]
2736,touch,[tʌtʃ]
2737,tough,[tʌf]
2738,tour,[tʊr] 
2739,tourism,[ˈtʊrɪzəm]
2740,tourist,[ˈtʊrɪst]
2741,towards,[tɔːrdz]
2742,towel, [ˈtaʊəl] 
2743,tower,[ˈtaʊər]
2744,town,[taʊn]
2745,toy, [tɔɪ] 
2746,track,[træk]
2747,trade,[treɪd]
2748,tradition,[trəˈdɪʃn]
2749,traditional,[trəˈdɪʃənl]
2750,traffic, [ˈtræfɪk] 
2751,train,[treɪn]
2752,trainer,[ˈtreɪnər]
2753,training,[ˈtreɪnɪŋ]
2754,transfer,[trænsˈfɜːr]
2755,transform,[trænsˈfɔːrm]
2756,transition,"[trænˈzɪʃn,trænˈsɪʃn]"
2757,translate,"[trænzˈleɪt,trænsˈleɪt]"
2758,translation,"[trænzˈleɪʃn,trænsˈleɪʃn]"
2759,transport,[ˈtrænspɔːrt]
2760,travel, [ˈtrævl] 
2761,traveller,[ˈtrævələr]
2762,treat,[triːt]
2763,treatment,[ˈtriːtmənt]
2764,tree,[triː]
2765,trend,[trend]
2766,trial,[ˈtraɪəl]
2767,trick,[trɪk]
2768,trip,[trɪp]
2769,tropical,[ˈtrɑːpɪkl]
2770,trouble,[ˈtrʌbl]
2771,trousers,[ˈtraʊzərz]
2772,truck,[trʌk]
2773,true,[truː]
2774,truly, [ˈtruːli] 
2775,trust,[trʌst]
2776,truth,[truːθ]
2777,try,[traɪ]
2778,T-shirt,[ˈtiː ʃɜːrt]
2779,tube,[tuːb]
2780,Tuesday,['tjʊzdɛi]
2781,tune,[tuːn]
2782,tunnel,[ˈtʌnl]
2783,turn,[tɜːrn]
2784,TV,[ˌtiː ˈviː]
2785,twelve,[twelv]
2786,twenty,[ˈtwenti]
2787,twice,[twaɪs]
2788,twin,[twɪn] 
2789,two,[tuː] 
2790,type, [taɪp] 
2791,typical,[ˈtɪpɪkl]
2792,typically,[ˈtɪpɪkli]
2793,tyre,[ˈtaɪər]
2794,ugly,[ˈʌɡli]
2795,ultimately,[ˈʌltɪmətli]
2796,umbrella,[ʌmˈbrelə]
2797,unable,[ʌnˈeɪbl]
2798,uncle,[ˈʌŋkl]
2799,uncomfortable,"[ʌnˈkʌmftəbl,ʌnˈkʌmfərtəbl] "
2800,unconscious,[ʌnˈkɑːnʃəs]
2801,under,[ˈʌndər]
2802,underground,[ˌʌndərˈɡraʊnd]
2803,understand,[ˌʌndərˈstænd]
2804,understanding,[ˌʌndərˈstændɪŋ]
2805,underwear,[ˈʌndərwer]
2806,unemployed,[ˌʌnɪmˈplɔɪd]
2807,unemployment,[ˌʌnɪmˈplɔɪmənt]
2808,unexpected,[ˌʌnɪkˈspektɪd]
2809,unfair,[ˌʌnˈfer]
2810,unfortunately,[ʌnˈfɔːrtʃənətli] 
2811,unhappy,[ʌnˈhæpi]
2812,uniform,[ˈjuːnɪfɔːrm]
2813,union,[ˈjuːniən]
2814,unique,[juˈniːk]
2815,unit,[ˈjuːnɪt]
2816,united,[juˈnaɪtɪd]
2817,universe,[ˈjuːnɪvɜːrs]
2818,university,[ˌjuːnɪˈvɜːrsəti]
2819,unknown,[ˌʌnˈnoʊn]
2820,unless,[ənˈles]
2821,unlike, [ˌʌnˈlaɪk] 
2822,unlikely,[ʌnˈlaɪkli]
2823,unnecessary,[ʌnˈnesəseri]
2824,unpleasant,[ʌnˈpleznt]
2825,until,[ənˈtɪl] 
2826,unusual,"[ʌnˈjuːʒuəl,ʌnˈjuːʒəl]"
2827,up,[ʌp]
2828,update,[ˌʌpˈdeɪt]
2829,upon,[əˈpɑːn]
2830,upper,[ˈʌpər]
2831,upset,[ʌpˈset]
2832,upstairs,[ˌʌpˈsterz]
2833,upwards,[ˈʌpwərdz]
2834,urban,[ˈɜːrbən]
2835,urge,[ɜːrdʒ]
2836,us,[əs]
2837,use,[juːz]
2838,used,[just]
2839,used,[just]
2840,used,[just]
2841,useful,[ˈjuːsfl]
2842,user,[ˈjuːzər]
2843,usual,"[ˈjuːʒuəl,ˈjuːʒəl]"
2844,usually,[ˈjuːʒuəli]
2845,vacation,[veɪˈkeɪʃn]
2846,valley,[ˈvæli]
2847,valuable,[ˈvæljuəbl]
2848,value,[ˈvæljuː]
2849,van,[væn]
2850,variety,[vəˈraɪəti]
2851,various,"[ˈveriəs,ˈværiəs]"
2852,vary,"[ˈveri,ˈværi]"
2853,vast, [væst]
2854,vegetable,[ˈvedʒtəbl]
2855,vehicle,"[ˈviːəkl,ˈviːhɪkl]"
2856,venue,[ˈvenjuː]
2857,version,[ˈvɜːrʒn]
2858,very,[ˈveri]
2859,via,"[ˈvaɪə,ˈviːə]"
2860,victim,[ˈvɪktɪm]
2861,victory,[ˈvɪktəri]
2862,video,[ˈvɪdioʊ]
2863,view,[vjuː]
2864,viewer,[ˈvjuːər]
2865,village, [ˈvɪlɪdʒ] 
2866,violence,[ˈvaɪələns]
2867,violent,[ˈvaɪələnt]
2868,virtual,[ˈvɜːrtʃuəl]
2869,virus,[ˈvaɪrəs]
2870,vision,[ˈvɪʒn]
2871,visit,[ˈvɪzɪt] 
2872,visitor,[ˈvɪzɪtər]
2873,visual,[ˈvɪʒuəl]
2874,vital,[ˈvaɪtl]
2875,vitamin,[ˈvaɪtəmɪn]
2876,voice,[vɔɪs] 
2877,volume, [ˈvɑːljuːm]
2878,volunteer,[ˌvɑːlənˈtɪr]
2879,vote,[voʊt]
2880,wage,[weɪdʒ]
2881,wait,[weɪt]
2882,waiter, [ˈweɪtər]
2883,wake,[weɪk]
2884,walk,[wɔːk]
2885,wall,[wɔːl]
2886,want,[wɑːnt]
2887,war,[wɔːr]
2888,warm,[wɔːrm]
2889,warn,[wɔːrn]
2890,warning,[ˈwɔːrnɪŋ]
2891,wash, [wɑːʃ] 
2892,washing,[ˈwɑːʃɪŋ]
2893,waste,[weɪst]
2894,watch,[wɑːtʃ]
2895,water,[ˈwɔːtər] 
2896,wave,[weɪv]
2897,way,[weɪ]
2898,we,[wi]
2899,weak,[wiːk]
2900,weakness,[ˈwiːknəs]
2901,wealth,[welθ]
2902,wealthy,[ˈwelθi]
2903,weapon,[ˈwepən]
2904,wear,[wer]
2905,weather,[ˈweðər]
2906,web,[web]
2907,website,[ˈwebsaɪt]
2908,wedding,[ˈwedɪŋ]
2909,Wednesday,['wɛnzdɛi]
2910,week,[wiːk] 
2911,weekend,[ˈwiːkend]
2912,weigh,[weɪ]
2913,weight,[weɪt]
2914,welcome,[ˈwelkəm] 
2915,well,[wel]
2916,west, [west]
2917,western, [ˈwestərn] 
2918,wet, [wet] 
2919,what,[wʌt]
2920,whatever,[wətˈevər]
2921,wheel, [wiːl] 
2922,when,[wen]
2923,whenever,[wenˈevər]
2924,where,[wer]
2925,whereas,[ˌwerˈæz]
2926,wherever,[werˈevər]
2927,whether,[ˈweðər] 
2928,which,[wɪtʃ]
2929,while,[waɪl]
2930,whisper,[ˈwɪspər]
2931,white,[waɪt]
2932,who,[huː]
2933,whole,[hoʊl]
2934,whom,[huːm]
2935,whose,[huːz]
2936,why,[waɪ]
2937,wide,[waɪd]
2938,widely,[ˈwaɪdli]
2939,wife,[waɪf]
2940,wild,[waɪld] 
2941,wildlife,[ˈwaɪldlaɪf]
2942,will, [wɪl] 
2943,willing,[ˈwɪlɪŋ]
2944,win,[wɪn]
2945,wind,[wɪnd; waɪnd]
2946,wind,[wɪnd; waɪnd]
2947,window,[ˈwɪndoʊ]
2948,wine,[waɪn] 
2949,wing,[wɪŋ]
2950,winner, [ˈwɪnər]
2951,winter,[ˈwɪntər]
2952,wire,[ˈwaɪər]
2953,wise,[waɪz] 
2954,wish,[wɪʃ]
2955,with,[wɪð]
2956,within,[wɪˈðɪn]
2957,without,[wɪˈðaʊt]
2958,witness,[ˈwɪtnəs]
2959,woman,[ˈwʊmən]
2960,wonder,[ˈwʌndər]
2961,wonderful,[ˈwʌndərfl]
2962,wood, [wʊd] 
2963,wooden, [ˈwʊdn]
2964,wool, [wʊl]
2965,word,[wɜːrd]
2966,work,[wɜːrk]
2967,worker,[ˈwɜːrkər]
2968,working,[ˈwɜːrkɪŋ]
2969,world,[wɜːrld]
2970,worldwide,[ˌwɜːrldˈwaɪd]
2971,worried, [ˈwɜːrid]
2972,worry,[ˈwɜːri]
2973,worse,[wɜːrs] 
2974,worst, [wɜːrst]
2975,worth,[wɜːrθ]
2976,would,[wʊd]
2977,wound,[wund]
2978,wow, [waʊ]
2979,wrap,[ræp]
2980,write,[raɪt]
2981,writer, [ˈraɪtər]
2982,writing, [ˈraɪtɪŋ]
2983,written, [ˈrɪtn]
2984,wrong,[rɔːŋ]
2985,yard,[jɑːrd]
2986,yeah,[jeə]
2987,year,[jɪr]
2988,yellow,[ˈjeloʊ]
2989,yes,[jes]
2990,yesterday,"[ˈjestərdeɪ,ˈjestərdi]"
2991,yet,[jet]
2992,you,[juː]
2993,young,[jʌŋ]
2994,your,[jʊr]
2995,yours,[jərz]
2996,yourself,[jɔːrˈself]
2997,youth, [juːθ]
2998,zero,[ˈzɪroʊ] 
2999,zone,[zoʊn]
